player_name,GROUP_SET,GROUP_VALUE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,BLKA,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,EFG_PCT_RANK,BLKA_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK
Shakira Austin,Shot Type Detail,Alley Oop Layup shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,12,2,3,2,12,1,7,7,2,1,7,7
Shakira Austin,Shot Type Detail,Cutting Finger Roll Layup Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,12,2,3,2,12,1,7,7,2,1,7,7
Shakira Austin,Shot Type Detail,Cutting Layup Shot,5,8,0.625,0,0,0.0,0.625,1,1.0,0.0,0.0,0.0,1.0,0.0,1,1,3,2,3,2,3,25,1,7,2,1,1,7
Shakira Austin,Shot Type Detail,Driving Bank Hook Shot,1,1,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,6,12,1,2,3,2,1,1,7,1,2,1,7,1
Shakira Austin,Shot Type Detail,Driving Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,12,2,3,2,12,1,7,7,2,1,7,7
Shakira Austin,Shot Type Detail,Driving Floating Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,12,2,3,2,12,1,7,7,2,1,7,7
Grace Berger,Shot Type Detail,Cutting Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Grace Berger,Shot Type Detail,Driving Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Grace Berger,Shot Type Detail,Driving Layup Shot,1,1,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,2,3,1,2,2,2,1,1,2,1,2,1,3,1
Shakira Austin,Shot Type Detail,Driving Floating Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,12,2,3,2,12,1,7,7,2,1,7,7
Grace Berger,Shot Type Detail,Fadeaway Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Laeticia Amihere,Shot Type Detail,Cutting Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,1,1,2,1,1,2,1,1,1,2
Laeticia Amihere,Shot Type Detail,Driving Floating Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,1,1,2,1,1,2,1,1,1,2
Laeticia Amihere,Shot Type Detail,Driving Floating Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,1,1,2,1,1,2,1,1,1,2
Shakira Austin,Shot Type Detail,Driving Layup Shot,3,7,0.429,0,0,0.0,0.429,1,1.0,0.0,0.0,0.0,1.0,0.0,3,3,7,2,3,2,8,25,1,7,2,1,1,7
Shakira Austin,Shot Type Detail,Driving Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,12,2,3,2,12,1,7,7,2,1,7,7
Shakira Austin,Shot Type Detail,Fadeaway Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,12,2,3,2,12,1,7,7,2,1,7,7
Shakira Austin,Shot Type Detail,Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,12,2,3,2,12,1,7,7,2,1,7,7
Shakira Austin,Shot Type Detail,Floating Jump shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,12,2,3,2,12,1,7,7,2,1,7,7
Morgan Bertsch,Shot Type Detail,Cutting Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Morgan Bertsch,Shot Type Detail,Cutting Layup Shot,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,3,5,1,2,2,2,1,1,1,2,2,1,1,2
Morgan Bertsch,Shot Type Detail,Driving Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Morgan Bertsch,Shot Type Detail,Driving Floating Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Morgan Bertsch,Shot Type Detail,Driving Floating Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Grace Berger,Shot Type Detail,Floating Jump shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Grace Berger,Shot Type Detail,Jump Shot,1,2,0.5,1,1,1.0,0.75,0,0.0,0.0,1.0,0.0,1.0,0.0,2,2,4,1,1,1,3,1,2,4,1,1,1,4
Grace Berger,Shot Type Detail,Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Grace Berger,Shot Type Detail,Pullup Jump shot,2,3,0.667,0,0,0.0,0.667,0,0.5,0.5,0.0,0.0,0.5,0.5,1,1,3,2,2,2,4,1,1,3,2,1,2,3
Grace Berger,Shot Type Detail,Putback Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Laeticia Amihere,Shot Type Detail,Driving Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,1,1,2,1,1,2,1,1,1,2
Laeticia Amihere,Shot Type Detail,Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,1,1,2,1,1,2,1,1,1,2
Laeticia Amihere,Shot Type Detail,Layup Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,1,1,2,1,1,2,1,1,1,2
Laeticia Amihere,Shot Type Detail,Pullup Jump shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,1,1,2,1,1,2,1,1,1,2
Rachel Banham,Shot Type Detail,Alley Oop Layup shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Rachel Banham,Shot Type Detail,Cutting Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Rachel Banham,Shot Type Detail,Driving Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Shakira Austin,Shot Type Detail,Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,12,2,3,2,12,1,7,7,2,1,7,7
Shakira Austin,Shot Type Detail,Jump Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,12,2,3,2,12,1,7,7,2,1,7,7
Morgan Bertsch,Shot Type Detail,Driving Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Morgan Bertsch,Shot Type Detail,Driving Layup Shot,0,2,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,5,4,5,2,2,2,5,27,3,2,2,1,4,2
Morgan Bertsch,Shot Type Detail,Driving Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Morgan Bertsch,Shot Type Detail,Fadeaway Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Grace Berger,Shot Type Detail,Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Grace Berger,Shot Type Detail,Running Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Grace Berger,Shot Type Detail,Running Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Laeticia Amihere,Shot Type Detail,Putback Layup Shot,1,1,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Laeticia Amihere,Shot Type Detail,Running Pull-Up Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,1,1,2,1,1,2,1,1,1,2
Rachel Banham,Shot Type Detail,Driving Floating Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Rachel Banham,Shot Type Detail,Driving Floating Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Rachel Banham,Shot Type Detail,Driving Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Rachel Banham,Shot Type Detail,Driving Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Shakira Austin,Shot Type Detail,Jump Shot,2,5,0.4,1,1,1.0,0.5,0,1.0,0.0,1.0,0.0,1.0,0.0,4,4,8,1,1,1,4,1,1,7,1,1,1,7
Shakira Austin,Shot Type Detail,Layup Shot,2,5,0.4,0,0,0.0,0.4,2,1.0,0.0,0.0,0.0,1.0,0.0,4,4,8,2,3,2,9,27,1,7,2,1,1,7
Shakira Austin,Shot Type Detail,Pullup Jump shot,4,8,0.5,0,1,0.0,0.5,0,0.75,0.25,0.0,0.0,0.75,0.25,2,1,4,2,1,2,4,1,6,6,2,1,6,6
Shakira Austin,Shot Type Detail,Putback Layup Shot,1,5,0.2,0,0,0.0,0.2,0,0.0,1.0,0.0,0.0,0.0,1.0,6,4,10,2,3,2,10,1,7,1,2,1,7,1
Morgan Bertsch,Shot Type Detail,Floating Jump shot,1,1,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,3,5,1,2,2,2,1,1,3,1,2,1,4,1
Morgan Bertsch,Shot Type Detail,Hook Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Grace Berger,Shot Type Detail,Running Layup Shot,1,1,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,2,3,1,2,2,2,1,1,2,1,2,1,3,1
Grace Berger,Shot Type Detail,Running Pull-Up Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Grace Berger,Shot Type Detail,Running Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Grace Berger,Shot Type Detail,Step Back Jump shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
DiJonai Carrington,Shot Type Detail,Alley Oop Layup shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,20,15,2,2,2,15,1,8,9,2,1,9,9
DiJonai Carrington,Shot Type Detail,Cutting Finger Roll Layup Shot,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,5,12,1,2,2,2,1,1,1,9,2,1,1,9
DiJonai Carrington,Shot Type Detail,Cutting Layup Shot,4,8,0.5,0,0,0.0,0.5,1,1.0,0.0,0.0,0.0,1.0,0.0,3,4,7,2,2,2,7,25,1,9,2,1,1,9
Bridget Carleton,Shot Type Detail,Cutting Layup Shot,2,2,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,3,4,1,5,5,5,1,1,1,1,4,2,1,2
Bridget Carleton,Shot Type Detail,Driving Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,5,5,5,6,1,3,1,4,2,5,2
Bridget Carleton,Shot Type Detail,Driving Floating Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,5,5,5,6,1,3,1,4,2,5,2
Laeticia Amihere,Shot Type Detail,Tip Layup Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,1,1,2,1,1,2,1,1,1,2
Rachel Banham,Shot Type Detail,Driving Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Rachel Banham,Shot Type Detail,Fadeaway Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Shakira Austin,Shot Type Detail,Reverse Layup Shot,1,2,0.5,0,0,0.0,0.5,0,1.0,0.0,0.0,0.0,1.0,0.0,6,9,4,2,3,2,4,1,1,7,2,1,1,7
Shakira Austin,Shot Type Detail,Running Jump Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,12,2,3,2,12,1,7,7,2,1,7,7
Shakira Austin,Shot Type Detail,Running Layup Shot,0,2,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,9,12,2,3,2,12,1,7,7,2,1,7,7
Morgan Bertsch,Shot Type Detail,Jump Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Morgan Bertsch,Shot Type Detail,Jump Shot,2,11,0.182,2,10,0.2,0.273,0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,4,1,1,1,4,1,3,2,1,1,1,2
Morgan Bertsch,Shot Type Detail,Layup Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,3,2,2,1,4,2
Grace Berger,Shot Type Detail,Tip Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Grace Berger,Shot Type Detail,Turnaround Fadeaway shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
Grace Berger,Shot Type Detail,Turnaround Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,2,4,2,1,3,4
DiJonai Carrington,Shot Type Detail,Driving Finger Roll Layup Shot,1,2,0.5,0,0,0.0,0.5,0,0.0,1.0,0.0,0.0,0.0,1.0,5,8,7,2,2,2,7,1,8,1,2,1,9,1
DiJonai Carrington,Shot Type Detail,Driving Floating Bank Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,20,15,2,2,2,15,1,8,9,2,1,9,9
DiJonai Carrington,Shot Type Detail,Driving Floating Jump Shot,1,3,0.333,0,0,0.0,0.333,0,1.0,0.0,0.0,0.0,1.0,0.0,5,6,10,2,2,2,10,1,1,9,2,1,1,9
DiJonai Carrington,Shot Type Detail,Driving Hook Shot,0,2,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,8,15,2,2,2,15,1,8,9,2,1,9,9
Bridget Carleton,Shot Type Detail,Driving Floating Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,5,5,5,6,1,3,1,4,2,5,2
Bridget Carleton,Shot Type Detail,Driving Layup Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,6,5,5,5,6,1,3,1,4,2,5,2
Bridget Carleton,Shot Type Detail,Driving Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,5,5,5,6,1,3,1,4,2,5,2
Bridget Carleton,Shot Type Detail,Fadeaway Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,5,5,5,6,1,3,1,4,2,5,2
Laeticia Amihere,Shot Type Detail,Turnaround Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,1,1,2,1,1,2,1,1,1,2
Rachel Banham,Shot Type Detail,Floating Jump shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Rachel Banham,Shot Type Detail,Jump Shot,3,17,0.176,3,15,0.2,0.265,1,0.0,0.0,1.0,0.0,1.0,0.0,2,1,3,1,1,3,3,24,2,2,1,2,1,3
Shakira Austin,Shot Type Detail,Running Pull-Up Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,12,2,3,2,12,1,7,7,2,1,7,7
Shakira Austin,Shot Type Detail,Step Back Jump shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,12,2,3,2,12,1,7,7,2,1,7,7
Shakira Austin,Shot Type Detail,Turnaround Bank shot,1,2,0.5,0,0,0.0,0.5,0,0.0,1.0,0.0,0.0,0.0,1.0,6,9,4,2,3,2,4,1,7,1,2,1,7,1
Shakira Austin,Shot Type Detail,Turnaround Fadeaway shot,1,1,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,6,12,1,2,3,2,1,1,7,1,2,1,7,1
Shakira Austin,Shot Type Detail,Turnaround Hook Shot,0,3,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,8,12,2,3,2,12,1,7,7,2,1,7,7
Morgan Bertsch,Shot Type Detail,Pullup Jump shot,0,3,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,5,2,5,2,2,2,5,27,3,2,2,1,4,2
Morgan Bertsch,Shot Type Detail,Putback Layup Shot,0,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,2,2,2,5,1,3,2,2,1,4,2
Morgan Bertsch,Shot Type Detail,Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
DiJonai Carrington,Shot Type Detail,Driving Layup Shot,5,18,0.278,0,0,0.0,0.278,4,0.4,0.6,0.0,0.0,0.4,0.6,2,1,12,2,2,2,12,30,7,7,2,1,8,7
DiJonai Carrington,Shot Type Detail,Driving Reverse Layup Shot,1,1,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,5,12,1,2,2,2,1,1,8,1,2,1,9,1
DiJonai Carrington,Shot Type Detail,Fadeaway Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,20,15,2,2,2,15,1,8,9,2,1,9,9
Bridget Carleton,Shot Type Detail,Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,5,5,5,6,1,3,1,4,2,5,2
Bridget Carleton,Shot Type Detail,Floating Jump shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,5,5,5,6,1,3,1,4,2,5,2
Bridget Carleton,Shot Type Detail,Jump Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,5,5,5,6,1,3,1,4,2,5,2
Bridget Carleton,Shot Type Detail,Jump Shot,3,15,0.2,3,15,0.2,0.3,0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,4,1,1,3,4,1,3,1,1,2,1,2
Rachel Banham,Shot Type Detail,Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Rachel Banham,Shot Type Detail,Pullup Jump shot,4,6,0.667,2,2,1.0,0.833,0,0.5,0.5,1.0,0.0,0.75,0.25,1,2,1,2,3,1,1,1,1,1,1,2,2,2
Rachel Banham,Shot Type Detail,Putback Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Rachel Banham,Shot Type Detail,Running Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Rachel Banham,Shot Type Detail,Running Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Shakira Austin,Shot Type Detail,Turnaround Jump Shot,1,5,0.2,0,0,0.0,0.2,0,0.0,1.0,0.0,0.0,0.0,1.0,6,4,10,2,3,2,10,1,7,1,2,1,7,1
Morgan Bertsch,Shot Type Detail,Running Finger Roll Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Morgan Bertsch,Shot Type Detail,Running Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Emma Cannon,Shot Type Detail,Driving Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,1,1,2,1,2,1,1,1,2,1
Emma Cannon,Shot Type Detail,Jump Shot,1,1,1.0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DiJonai Carrington,Shot Type Detail,Floating Jump shot,0,1,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,15,12,15,2,2,2,15,25,8,9,2,1,9,9
DiJonai Carrington,Shot Type Detail,Jump Bank Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,20,15,2,2,2,15,1,8,9,2,1,9,9
DiJonai Carrington,Shot Type Detail,Jump Shot,1,13,0.077,1,13,0.077,0.115,0,0.0,0.0,1.0,0.0,1.0,0.0,5,2,14,1,1,1,14,1,8,9,1,1,1,9
DiJonai Carrington,Shot Type Detail,Layup Shot,2,2,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,4,8,1,2,2,2,1,1,8,1,2,1,9,1
Bridget Carleton,Shot Type Detail,Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,5,5,5,6,1,3,1,4,2,5,2
Bridget Carleton,Shot Type Detail,Pullup Jump shot,4,6,0.667,2,3,0.667,0.833,0,1.0,0.0,1.0,0.0,1.0,0.0,1,2,2,2,3,1,2,1,1,1,1,2,1,2
Bridget Carleton,Shot Type Detail,Putback Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,5,5,5,6,1,3,1,4,2,5,2
Bridget Carleton,Shot Type Detail,Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,6,5,5,5,6,1,3,1,4,2,5,2
Rachel Banham,Shot Type Detail,Running Pull-Up Jump Shot,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4,4,1,2,2,3,2,3,3
Rachel Banham,Shot Type Detail,Running Reverse Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Rachel Banham,Shot Type Detail,Step Back Jump shot,2,4,0.5,2,4,0.5,0.75,1,0.0,0.0,0.0,1.0,0.0,1.0,3,3,2,2,2,2,2,24,2,2,3,1,3,1
Rachel Banham,Shot Type Detail,Tip Layup Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,4,4,5,4,4,1,2,2,3,2,3,3
Morgan Bertsch,Shot Type Detail,Running Layup Shot,2,3,0.667,0,0,0.0,0.667,0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,3,2,2,2,3,1,1,2,2,1,1,2
Morgan Bertsch,Shot Type Detail,Running Pull-Up Jump Shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Morgan Bertsch,Shot Type Detail,Step Back Jump shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,5,2,2,2,5,1,3,2,2,1,4,2
Emma Cannon,Shot Type Detail,Pullup Jump shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,1,1,2,1,2,1,1,1,2,1
Emma Cannon,Shot Type Detail,Step Back Jump shot,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,1,1,2,1,2,1,1,1,2,1
DiJonai Carrington,Shot Type Detail,Pullup Jump shot,1,4,0.25,0,0,0.0,0.25,0,1.0,0.0,0.0,0.0,1.0,0.0,5,5,13,2,2,2,13,1,1,9,2,1,1,9
